INSERT,1703704964,8ff32dbf9eb63de3554ed546703030d4345b6d27,// Because of the possibility of consumers getting stuck with each other,code_comment,code|design-debt
DELETE,1703544254,c157f0d9b4310a3709e7f1b56a51e754473c015a,"/**
     * Create an instance of <code>userClassName</code> using provided <code>classLoader</code>.
     * This instance should implement the provided interface <code>xface</code>.
     *
     * @param userClassName user class name
     * @param xface the interface that the reflected instance should implement
     * @param classLoader class loader to load the class.
     * @return the instance
     */",code_comment,code|design-debt
DELETE,1703544254,c157f0d9b4310a3709e7f1b56a51e754473c015a,// TODO support arbitrary number of ranges,code_comment,requirement-debt
DELETE,1703544254,c157f0d9b4310a3709e7f1b56a51e754473c015a,"/**
 * Copy from {@link io.trino.decoder.avro.AvroColumnDecoder}
 * with A little pulsar's extensions.
 * 1) support date and time types.
 *  {@link io.trino.spi.type.TimestampType}
 *  {@link io.trino.spi.type.DateType}
 *  {@link io.trino.spi.type.TimeType}
 * 2) support {@link io.trino.spi.type.RealType}.
 * 3) support {@link io.trino.spi.type.DecimalType}.
 */",code_comment,code|design-debt
INSERT,1702661003,c4cff0ab3dac169c0a1418ef2f63f61604f6278e,"/**
 * An interface representing a clock that provides a monotonic counter in nanoseconds.
 * The counter is guaranteed to be monotonic, ensuring it will always increase or remain constant, but never decrease.
 *
 * Monotonicity ensures the time will always progress forward, making it ideal for measuring elapsed time.
 * The monotonic clock is not related to the wall-clock time and is not affected by changes to the system time.
 * The tick value is only significant when compared to other values obtained from the same clock source
 * and should not be used for other purposes.
 *
 * This interface assumes that the implementation can be implemented in a granular way. This means that the value is
 * advanced in steps of a configurable resolution that snapshots the underlying high precision monotonic clock source
 * value.
 * This design allows for optimizations that can improve performance on platforms where obtaining the value of a
 * platform monotonic clock is relatively expensive.
 */",code_comment,code|design-debt
INSERT,1702525837,9b043c61442c4944b60883505454e72429c8e028,// Cleanup: Delete the temporary file,code_comment,code|design-debt
INSERT,1702434071,50007c343ad911edf5654786a7e3a1fc10901091,// Todo: We can not ignore the marker's position in this fix.,code_comment,requirement-debt
INSERT,1701659569,40fa9abe92f7120ea87b5b8f80d0eef3f7da9db2,// Todo: fix replication can not be enabled at topic level.,code_comment,requirement-debt
DELETE,1701823854,93df34436f9c818fed9f275dbc12557eb2e9f0e7,// stuck when doing unload.,code_comment,code|design-debt
INSERT,1701151653,a6df6b9ee220494cfbed3fdf52c9fde4132f352d,// Todo: fix replication can not be enabled at topic level.,code_comment,requirement-debt
INSERT,1700208710,d0cb05b959864926d6231ca93255f2c83402d04d,// Todo: fix replication can not be enabled at topic level.,code_comment,requirement-debt
INSERT,1699965329,2322004069f23ecca1a12a4ced898fed854275fb,// Todo: fix replication can not be enabled at topic level.,code_comment,requirement-debt
DELETE,1699653401,77cd942f51ea0fecdcae789504a2f5987b79a813,"/**
     * Hacky parsing of Prometheus text format. Should be good enough for unit tests
     *
     * This parser doesn't handle parsing multiple lines for a single metric key.
     * There another implementation in {@link org.apache.pulsar.broker.stats.PrometheusMetricsTest}
     * that supports parsing multiple lines.
     */",code_comment,code|design-debt
INSERT,1699653401,77cd942f51ea0fecdcae789504a2f5987b79a813,"/**
     * Hacky parsing of Prometheus text format. Should be good enough for unit tests
     *
     * This parser doesn't handle parsing multiple lines for a single metric key.
     * There another implementation in {@link org.apache.pulsar.broker.stats.PrometheusMetricsTest}
     * that supports parsing multiple lines.
     */",code_comment,code|design-debt
DELETE,1699234404,e4a25156c7e248e9b93d57b19e411a260f47bc98,// TODO: whe,code_comment,requirement-debt
INSERT,1699234404,c0eec1e46edeb46c888fa28f27b199ea7e7a1574,// Use a different namespace to avoid flaky test failures,code_comment,test-debt
INSERT,1698910820,8e9ad775712b53c689242be3ff65cc5e90664410,// TODO: add support for extracting the Runnable target on Java 21,code_comment,requirement-debt
INSERT,1698655730,113d9f671054ff7ed1b6e073f478b0dcaf40cdd2,"/**
 * A TestNG listener that traces test resource cleanup by creating a thread dump, heap histogram and heap dump
 * (when mode is 'full') before the TestNG JVM exits.
 * The heap dump could help detecting memory leaks in tests or the sources of resource leaks that cannot be
 * detected with the ThreadLeakDetectorListener.
 */",code_comment,code|design-debt
INSERT,1698113545,47f0d97e5bd40bcb06f96e96e0a6f8a5809fcd43,// Ok.. (if test fails intermittently and namespace is already created),code_comment,test-debt
INSERT,1698157856,c6bffc2605d05c94eaca20d23502fb368926087f,// stuck when doing unload.,code_comment,code|design-debt
INSERT,1696996930,50eb846e0f9f7956e7e0aff763aa83336973b0f8,// IKTODO: this method is awful,code_comment,code|design-debt
INSERT,1696995475,63f29015e2a03a334a19854b7caab6e441bfb931,"// ""messagesConsumedCounter"" should be 2 after consumed 2 message.",code_comment,code|design-debt
INSERT,1696995079,2a3b96a39c6595d7ac978e22284ac315784f25d8,"// ""messagesConsumedCounter"" should be 2 after consumed 2 message.",code_comment,code|design-debt
INSERT,1696996415,b38c563303d0022cac8f42bd7a7aaafa9f7bfe09,"/**
     * Tests that Replication worker should clean the leadger under replication
     * node of the ledger already deleted.
     */",code_comment,code|design-debt
INSERT,1696818708,c00a4a1355404354c35c9d97a0897981286663af,// been replaced in the ensemble,code_comment,code|design-debt
INSERT,1696994315,68959190f6b9d5b2ba3468b040cf94acfef87188,"// ""messagesConsumedCounter"" should be 2 after consumed 2 message.",code_comment,code|design-debt
INSERT,1696753411,5dc11a5d4edbcbc3a13d4e20c9b510ed99b007c9,// IKTODO: this method is awful,code_comment,code|design-debt
INSERT,1697724687,2b2b83d60e708d4c0e8ee304b2d556c0fc71c5d4,// stuck when doing unload.,code_comment,code|design-debt
INSERT,1696752693,9ab7417edc20b6618bac8f66921815c7b9d5e5b8,// IKTODO: this method is awful,code_comment,code|design-debt
INSERT,1696774752,ca77982758170993aa52c0f7f45bbf9ad72e368a,"// ""messagesConsumedCounter"" should be 2 after consumed 2 message.",code_comment,code|design-debt
INSERT,1697717329,ecd40e43a6b90b58e209bc9bced84b35d933619e,// stuck when doing unload.,code_comment,code|design-debt
INSERT,1696692746,c4de4ee8bfd98dad577e6776a3c3838a0808b129,"/**
     * Tests that Replication worker should clean the leadger under replication
     * node of the ledger already deleted.
     */",code_comment,code|design-debt
INSERT,1695646814,298a320cd31db0ef7d065aa0c0304967d5114096,// been replaced in the ensemble,code_comment,code|design-debt
INSERT,1695014880,68a66096910cdfc7d941e34026db6d5d8b75fc22,// been replaced in the ensemble,code_comment,code|design-debt
INSERT,1695910465,9061d8b4e821e3fd03e067f01d5dfcf05bcdced4,"/**
     * Tests that Replication worker should clean the leadger under replication
     * node of the ledger already deleted.
     */",code_comment,code|design-debt
INSERT,1694958245,97723ebb1bcf49b8be2725f6ef1d468be091966c,// been replaced in the ensemble,code_comment,code|design-debt
INSERT,1694657603,8ee11abb3c03b27d0cc81f46ada698ed7f700c6e,"/**
     * This is a flaky test.
     */",code_comment,test-debt
INSERT,1694657380,b510415538b7ba05f7a02b0a0214749864c72772,"/**
     * This is a flaky test.
     */",code_comment,test-debt
INSERT,1694519798,6a605c8a127462257eec7e8bf21ad7f0c7b90bd9,"/**
     * This is a flaky test.
     */",code_comment,test-debt
INSERT,1694437565,f2b9a3fffd4aad414ba5f35ebff17502cb64eb12,"/**
     * This is a flaky test.
     */",code_comment,test-debt
INSERT,1692596679,43cd86d6835b4b096739e510f9fa928a64e46ac9,// Ok.. (if test fails intermittently and namespace is already created),code_comment,test-debt
INSERT,1692608984,4cccfab1a075a4a5fd46feb9a36fd1bbfb8c4009,// Ok.. (if test fails intermittently and namespace is already created),code_comment,test-debt
INSERT,1692608950,80a8f8d307ac2c023147410e31d567cfce8f17c5,// Ok.. (if test fails intermittently and namespace is already created),code_comment,test-debt
INSERT,1692260415,15bacf842c0c82fc41b482bf54babfbf4210b9d8,"/**
     * @deprecated Avoid using the deprecated method
     * #{@link org.apache.pulsar.broker.resources.NamespaceResources#getPoliciesIfCached(NamespaceName)} and we can use
     * #{@link AbstractTopic#updateResourceGroupLimiter(Policies)} to instead of it.
     */",code_comment,code|design-debt
INSERT,1692260415,15bacf842c0c82fc41b482bf54babfbf4210b9d8,"/**
     * @deprecated Avoid using the deprecated method
     * #{@link org.apache.pulsar.broker.resources.NamespaceResources#getPoliciesIfCached(NamespaceName)} and blocking
     * call. we can use #{@link BrokerService#isAllowAutoSubscriptionCreationAsync(TopicName)} to instead of it.
     */",code_comment,code|design-debt
INSERT,1692260415,15bacf842c0c82fc41b482bf54babfbf4210b9d8,"/**
     * @deprecated Avoid using the deprecated method
     * #{@link org.apache.pulsar.broker.resources.NamespaceResources#getPoliciesIfCached(NamespaceName)} and blocking
     * call. we can use #{@link BrokerService#isAllowAutoSubscriptionCreationAsync(TopicName)} to instead of it.
     */",code_comment,code|design-debt
