timestamp,code|design-debt,requirement-debt,documentation-debt,test-debt
1138995932,29,3,0,1
1138996978,2,1,0,2
1138998872,1,0,0,0
1139426424,1,0,0,0
1140029455,1,-1,0,0
1140737768,2,0,0,0
1142281834,0,0,0,-1
1142466507,0,0,0,1
1143660284,3,0,0,0
1145396986,1,0,0,0
1146611252,0,0,0,0
1146690013,4,0,0,0
1146708241,1,0,0,0
1146848661,1,2,0,0
1147718556,1,0,0,0
1147720413,1,0,0,0
1148082316,-1,0,0,0
1149550865,1,0,0,0
1149887489,1,0,0,0
1151356298,0,1,0,0
1151528738,0,0,0,0
1152605788,2,0,0,0
1152608285,0,1,0,0
1152705079,0,1,0,0
1152863285,2,0,0,0
1153220710,1,0,0,0
1153391391,1,0,0,0
1153814263,1,0,0,0
1153901213,1,0,0,0
1153902349,1,2,0,0
1154542291,0,1,0,0
1155075841,2,0,0,0
1155076196,-2,0,0,0
1155678952,0,2,0,0
1156793094,2,0,0,0
1157494634,-1,0,0,0
1157661021,2,0,0,0
1157750381,2,0,0,0
1158613795,0,-1,0,0
1158620886,4,1,0,1
1158790988,0,0,0,1
1160169128,1,0,0,0
1161039506,1,0,0,0
1162856660,0,-1,0,0
1163193115,2,0,0,0
1163528707,1,0,0,0
1163543722,4,0,0,0
1164141624,3,0,0,0
1164235769,-1,0,0,0
1164757839,1,0,0,0
1164758720,2,0,0,0
1165522586,0,-1,0,0
1165542787,1,0,0,0
1166051527,0,7,0,0
1166472878,1,0,0,0
1166479113,1,0,0,0
1168284248,2,0,0,0
1168451214,1,0,0,0
1168463992,0,-1,0,0
1168473563,3,-1,0,0
1169230664,1,0,0,0
1169504065,0,-1,0,0
1169849502,1,0,0,0
1169854666,0,0,0,0
1170104657,0,0,0,0
1170465049,3,1,0,0
1170881109,0,0,0,0
1171047529,-1,0,0,0
1172088660,3,0,0,0
1172090718,1,0,0,0
1172095333,3,0,0,0
1172172215,1,0,0,2
1172175735,0,0,0,0
1172253421,1,0,0,0
1172523092,1,0,0,0
1172615724,1,0,0,0
1172619946,1,-1,0,0
1172691393,-1,0,0,0
1172720847,1,0,0,0
1174684553,1,2,0,0
1175632468,24,2,0,0
1175636365,5,1,0,0
1175893768,-2,0,0,0
1176275311,-1,0,0,0
1176728383,0,-1,0,0
1176752115,-1,0,0,0
1176839854,0,0,0,0
1177449188,4,2,0,0
1177621153,0,4,0,0
1177621535,1,0,0,0
1177623744,0,1,0,0
1178220807,-6,-2,0,-1
1178567933,2,10,0,0
1178573107,2,0,0,0
1178915453,1,0,0,0
1179864660,6,0,0,0
1179865462,2,0,0,0
1179933240,0,2,0,0
1180459064,2,1,0,0
1180847361,-2,0,0,0
1180977250,4,0,0,0
1181580387,-2,0,0,0
1181605308,-2,0,0,0
1181806849,4,0,0,0
1182207241,1,0,0,0
1182207554,4,0,0,0
1182552934,1,0,0,4
1182812394,1,0,0,0
1182891001,1,1,0,0
1182983827,-2,0,0,0
1183666357,0,2,0,0
1184179979,3,0,0,0
1184181232,0,0,1,0
1184190855,4,2,0,0
1184607813,4,0,0,0
1184621699,19,0,0,1
1184703302,0,-3,0,0
1184881008,1,0,0,0
1184881120,1,0,0,0
1185400173,1,0,0,0
1185400680,1,0,0,0
1185485455,2,0,0,0
1186605013,4,2,0,0
1186769463,1,0,0,0
1186783865,2,0,0,0
1187140349,4,0,0,0
1187226471,8,0,0,0
1187296992,15,53,0,1
1187304663,-4,0,0,0
1187305259,14,53,0,1
1187734088,1,0,0,0
1187780746,2,0,0,0
1187879375,-1,0,0,0
1187886960,1,0,0,0
1188430792,2,0,0,0
1188627721,2,0,0,0
1189062271,-2,-1,0,0
1189439776,-2,0,0,0
1189446170,-4,0,0,0
