timestamp,code|design-debt,requirement-debt,documentation-debt,test-debt
1351064391,37,3,0,0
1351069787,532,0,0,0
1351546457,1,0,0,0
1351551853,1,0,0,0
1351719309,8,0,0,0
1351812038,4,0,0,0
1351813168,4,0,0,0
1351896978,0,0,0,0
1351897036,4,0,0,0
1352144283,6,0,0,0
1352151556,0,0,0,0
1352160800,6,0,0,0
1352168344,0,0,0,0
1352189787,3,1,0,0
1352261757,3,1,0,0
1352338062,3,1,0,0
1352398293,8,0,0,0
1352399825,3,1,0,0
1352400219,6,0,0,0
1352400321,1,0,0,0
1352400673,2,1,0,0
1352400701,7,0,0,0
1352410934,0,0,0,0
1352410978,0,0,0,0
1352411190,13,0,0,0
1352414582,1,0,0,0
1352416140,1,0,0,0
1352421547,2,0,0,0
1352423162,-1,0,0,0
1352757523,0,0,0,0
1352765688,1,0,0,0
1352765871,-1,0,0,0
1352766888,2,0,0,0
1352847734,2,0,0,0
1352929031,1,0,0,0
1353366077,3,0,0,0
1353366420,3,0,0,0
1353447050,0,0,0,0
1353523903,2,0,0,0
1353544737,2,0,0,0
1353546392,3,0,0,0
1354125299,-2,0,0,0
1354153028,-2,2,0,0
1354303690,19,0,0,0
1354574584,-3,-2,0,0
1354580000,0,0,0,0
1354585745,2,0,0,0
1354649797,0,0,0,0
1354834538,14,0,0,0
1354838922,2,0,0,0
1355348712,5,1,0,0
1355353406,2,0,0,0
1355355230,5,1,0,0
1356713440,1,0,0,0
1356741021,2,0,0,0
1357251130,-3,0,0,0
1357344769,39,1,0,0
1357596467,9,0,0,0
1357610654,40,1,0,0
1358204104,-2,0,0,0
1358352106,-1,0,0,0
1358352901,1,0,0,0
1358376590,-1,0,0,0
1358377833,0,0,0,0
1358467352,-1,0,0,0
1358551376,0,0,0,0
1358557732,7,0,0,0
1358562351,-1,0,0,0
1358808373,6,0,0,0
1358808469,6,0,0,0
1358900498,0,0,0,0
1358987823,7,0,0,0
1358998034,1,0,0,0
1359050263,-1,0,0,0
1359061059,1,0,0,0
1359140734,7,0,0,0
1359142210,0,-1,0,0
1359142430,1,0,0,0
1359142458,0,0,0,0
1359159351,1,0,0,0
1359309457,-1,0,0,0
1359412971,1,0,0,0
1359413100,1,0,0,0
1359480566,6,-1,0,0
1359480582,1,0,0,0
1359493076,7,-1,0,0
1359649329,0,-1,0,0
1359672902,0,0,0,0
1359740443,0,0,0,0
1359749766,0,-3,0,0
1359749785,0,0,0,0
1359752344,0,-3,0,0
1359757166,0,0,0,0
1360177724,1,0,0,0
1360177789,8,1,0,0
1360187876,0,0,0,0
1360198204,1,0,0,0
1360262132,1,0,0,0
1360610930,54,0,0,0
1360724297,1,0,0,0
1360793951,2,0,0,0
1360800283,0,0,0,0
1360802054,1,0,0,0
1360810292,1,0,0,0
1360861705,1,0,0,0
1360874800,1,-1,0,0
1360876229,2,0,0,0
1360880420,1,0,0,0
1360885327,1,-2,0,0
1360963351,9,-1,0,0
1361483221,2,0,0,0
1361499374,-1,0,0,0
1361823511,2,0,0,0
1361842022,-6,0,0,0
1361907367,-1,0,0,0
1361912636,-5,0,0,0
1361917087,12,1,0,0
1361918505,0,0,0,0
1361976786,13,1,0,0
1362160966,1,0,0,0
1362426282,2,0,0,0
1362433417,-4,0,0,0
1362442232,7,0,0,0
1362511850,4,0,0,0
1362682799,-2,0,0,0
1362683627,-1,0,0,0
1362699817,-1,0,0,0
1362699845,9,0,0,0
1362699846,4,0,0,0
1362699957,-2,0,0,0
1362701580,11,0,0,0
1363025691,1,0,0,0
1363026156,4,5,0,0
1363036085,3,3,0,0
1363217387,1,0,0,0
1363239781,1,0,0,0
1363289738,-1,0,0,0
1363290557,-2,0,0,0
1363290985,0,0,0,0
1363297554,5,4,0,0
1363373335,1,0,0,0
1363382959,6,4,0,0
1363716038,-1,0,0,0
1363716063,10,1,0,0
1363717833,1,0,0,0
1363721000,8,1,0,0
1363735921,1,0,0,0
1363740982,0,1,0,0
1363801876,3,0,0,0
1364861779,0,0,0,0
1365264636,1,0,0,0
1365445457,1,0,0,0
1365528854,-2,0,0,0
1365528855,2,1,0,0
1365648862,-1,0,0,0
1365801027,1,0,0,0
1365830002,1,0,0,0
1365830050,7,0,0,0
1366049344,1,0,0,0
1366063124,1,0,0,0
1366065739,8,0,0,0
1366130029,0,0,0,0
1366130030,1,0,0,0
1366130389,1,0,0,0
1366244004,5,1,0,0
1366415816,0,0,0,0
1366415872,1,0,0,0
1366668067,1,0,0,0
1366742444,1,0,0,0
1366748210,-1,0,0,0
1366843096,1,0,0,0
1366844359,1,0,0,0
1366888006,0,0,0,0
1367021963,8,0,0,0
1367021993,-15,0,0,0
1367021994,-7,0,0,0
1367021995,1,0,0,0
1367021996,-1,0,0,0
1367021997,0,0,0,0
1367024178,1,0,0,0
1367254122,0,0,0,0
1367337767,-14,0,0,0
1367344063,1,0,0,0
1367363635,0,0,0,0
1367364458,2,0,0,0
1367428324,-12,0,0,0
1367430686,0,0,0,0
1367434140,2,0,0,0
1367435510,4,0,0,0
1367501654,-11,0,0,0
1367602526,0,0,0,0
1367603520,2,0,0,0
1367604766,2,0,0,0
1367621238,0,0,0,0
1367623237,1,0,0,0
1367624288,0,0,0,0
1367647745,1,0,0,0
1367647770,0,0,0,0
1367730607,2,0,0,0
1367877252,1,1,0,0
1367877296,2,0,0,0
1367878244,0,0,0,0
1367896458,-2,0,0,0
1367940914,1,0,0,0
1367941009,0,0,0,0
1367960517,2,0,0,0
1367961125,0,0,0,0
1368042658,-1,-1,0,0
1368209098,2,0,0,0
1368548757,12,0,0,1
1368568358,0,0,0,0
1368568543,0,0,0,0
1368569884,2,0,0,0
1368573018,2,0,0,0
1368657424,0,0,0,0
1368658225,6,1,0,0
1368663280,6,1,0,0
1368664088,0,0,0,0
1368809804,3,0,0,0
1369181444,1,0,0,0
1369254912,1,0,0,0
1369872265,3,0,0,0
1370046539,5,0,0,0
1370391139,2,0,0,0
1370471200,0,-1,0,0
1370553153,2,-1,0,0
1370553590,2,-1,0,0
1370558239,0,0,0,0
1370558595,12,0,0,1
1370559947,3,0,0,0
1370593945,0,1,0,0
1370631706,2,0,0,0
1370635557,1,0,0,0
1370635802,1,0,0,0
1370639331,2,0,0,0
1370639345,1,0,0,0
1370639739,3,0,0,0
1370651853,-1,1,0,0
1371187157,0,1,0,0
1371491630,1,-1,0,0
1371665773,0,1,0,0
1371682605,6,0,0,0
1371765592,12,0,0,0
1371770468,1,0,0,0
1371770493,0,1,0,0
1372104219,1,0,0,0
1372181819,7,0,0,0
1372196278,-12,0,0,0
1372201314,1,0,0,0
1372268754,3,0,0,0
1372284981,4,0,0,0
1372362778,3,0,0,0
1372376417,4,0,0,0
1372376797,4,0,0,0
1372385005,-1,0,0,0
1372715672,3,0,0,0
1372715817,1,0,0,0
1372805851,1,0,0,0
1372805992,1,0,0,0
1372807433,1,0,0,0
1372946420,1,0,0,0
1373265548,-1,0,0,0
1373310805,-1,0,0,0
1373311178,1,0,0,0
1373327207,2,0,0,0
1373334788,4,0,0,0
1373406486,1,0,0,0
1373406497,4,0,0,0
1373409063,2,0,0,0
1373411816,0,1,0,0
1373412895,1,0,0,0
1373414389,-1,0,0,0
1373415827,7,0,0,0
1373416791,13,0,0,0
1373474933,13,0,0,0
1373490733,0,0,0,0
1373491175,0,0,0,0
1373551331,20,0,0,0
1373571648,0,0,0,0
1373628897,2,0,0,0
1373731426,1,1,0,0
1373881858,2,0,0,0
1373901959,1,0,0,0
1373980090,20,0,0,0
1373987319,1,0,0,0
1374176527,2,0,0,0
1374276594,1,0,0,0
1374277484,3,1,0,0
1374515240,3,1,0,0
1374535861,0,0,0,0
1374538078,0,0,0,0
1374541273,2,0,0,0
1374541330,0,0,0,0
1374599666,0,0,0,0
1374608947,1,0,0,0
1374616536,-1,0,0,0
1374622608,3,0,0,0
1374686841,-1,0,0,0
1374735638,-1,0,0,0
1374786856,7,0,0,0
1374794322,6,1,0,0
1374797355,-1,0,0,0
1374858135,-1,0,0,0
1374861006,0,0,0,0
1374872631,0,-1,0,0
1374874328,1,0,0,0
1375123164,1,0,0,0
1375210685,1,0,0,0
1375212241,1,0,0,0
1375308879,5,0,0,0
1375321007,1,0,0,0
1375372829,5,1,0,0
1375387983,-3,0,0,0
1375390316,1,0,0,0
1375391386,4,0,0,0
1375396088,3,0,0,0
1375400567,39,2,0,0
1375404605,4,0,0,0
1375428199,4,0,0,0
1375463686,1,0,0,0
1375488301,2,0,0,0
1375726281,5,0,0,0
1375726957,5,0,0,0
1375734823,-5,0,0,0
1375815712,-4,0,0,0
1375821211,6,0,0,0
1375826587,1,0,0,0
1375898017,1,0,0,0
1376003646,9,0,0,0
1376005328,2,0,0,0
1376007717,8,0,0,0
1376010693,2,0,0,0
1376248285,1,0,0,0
1376322160,7,0,0,0
1376438925,22,0,0,0
1376444307,3,0,0,0
1376444863,8,0,0,0
1376499844,11,0,0,0
1376526851,-1,0,0,0
1376589483,2,0,0,0
1376949610,15,0,0,0
1377040476,0,3,0,0
1377046095,3,0,0,0
1377046210,1,0,0,0
1377046373,1,3,0,0
1377046441,1,3,0,0
1377116102,1,3,0,0
1377117219,15,0,0,0
1377117476,1,0,0,0
1377118285,-1,0,0,0
1377118682,1,0,0,0
1377118759,1,0,0,0
1377120847,2,0,0,0
1377122506,17,0,0,0
1377123899,3,0,0,0
1377192053,1,0,0,0
1377193565,0,0,0,0
1377212412,21,0,0,0
1377285094,14,0,0,0
1377286334,-7,0,0,0
1377298788,6,0,0,0
1377298856,-6,0,0,0
1377558521,4,1,0,0
1377630665,-12,-1,0,0
1377631652,32,3,0,0
1377723062,5,0,0,0
1377724720,-44,0,0,0
1377733840,-2,0,0,0
1377733879,-1,0,0,0
1377807936,-11,0,0,0
1377812703,14,0,0,0
1377813009,-1,0,0,0
1377814996,27,0,0,0
1377904864,127,0,0,0
1377907115,15,0,0,0
1377909732,17,0,0,0
1377985408,-20,0,0,0
1377988035,2,0,0,0
1378311586,-18,0,0,0
1378323822,1,0,0,0
1378764177,1,0,0,0
1379004423,-5,0,0,0
1379008616,0,0,0,0
1379008960,-2,0,0,0
1379013431,-1,-1,0,0
1379026763,7,0,0,0
1379029078,5,0,0,-1
1379103663,5,0,0,-1
1379107701,5,0,0,-1
1379540814,0,0,0,0
1379545145,1,0,0,0
1379545169,0,0,0,0
1379545208,159,0,0,0
1379637238,1,0,0,0
1379717101,-8,0,0,0
1379717353,1,0,0,0
1379719142,-8,0,0,0
1379719994,1,0,0,0
1380044186,1,0,0,0
1380059914,1,0,0,0
1380218682,1,0,0,0
1380226815,1,0,0,0
1380319240,-2,0,0,0
1380324596,2,0,0,0
1380563651,-2,0,0,0
1380582206,2,0,0,0
1380583760,1,0,0,0
1380589259,1,0,0,0
1380658880,-1,0,0,0
1380662225,3,0,0,0
1380674753,0,0,0,0
1380748888,0,0,0,0
1380748959,1,0,0,0
1380819638,1,0,0,0
1380843408,0,0,0,0
1381094612,0,0,0,0
1381275298,-2,0,0,0
1381349744,-18,0,0,0
1381350469,-18,0,0,0
1381351868,-16,0,0,0
1381352710,-18,0,0,0
1381358559,1,0,0,0
1381358703,-1,0,0,0
1381541933,1,0,0,0
1381941917,0,0,0,0
1381948701,0,0,0,0
1382128060,1,0,0,0
1382128084,1,0,0,0
1382590926,-1,1,0,0
1382626972,1,0,0,0
1382646386,-1,1,0,0
1383002517,-1,1,0,0
1383079829,0,1,0,0
1383155545,0,17,0,0
1383160891,0,-16,0,0
1383167420,0,-1,0,0
1383323587,1,0,0,0
1383334728,1,0,0,0
1383679472,13,0,0,0
1383679778,0,0,0,0
1383864045,0,0,0,0
1383865634,2,0,0,0
1383867768,0,0,0,0
1383867965,2,0,0,0
1383868457,0,0,0,0
1383872014,-1,0,0,0
1384207443,2,0,0,0
1384208951,3,0,0,0
1384215268,5,0,0,0
1384292566,6,0,0,0
1384970563,-1,0,0,0
1384971971,-1,0,0,0
1385011921,-1,0,0,0
1385059266,1,0,0,0
1385059900,-1,0,0,0
1385117056,-1,0,0,0
1385428450,2,0,0,0
1385581627,2,0,0,0
1385585902,2,0,0,0
1385586116,1,0,0,0
1386193988,8,0,0,0
1386218543,3,0,0,0
1386279464,3,0,0,0
1386289494,1,0,0,0
1386616150,1,0,0,0
1386629984,2,0,0,0
1386638296,1,0,0,0
1386640881,1,0,0,0
1386725983,0,0,0,0
1386726673,2,0,0,0
1386726704,2,0,0,0
1386782250,3,0,0,0
1386803116,-12,0,0,0
